features.hero_position,features.pot_bb,features.to_call_bb,features.effective_stack_bb,features.can_check,features.can_call,features.can_raise,features.players_active,features.equity_win,features.call_max_bb,features.call_margin_bb
SB,84.0,0.0,100.0,0.0,0.0,0.0,4.0,0.602083,127.09929960268096,127.09929960268096
HJ,127.9,24.9,100.0,0.0,1.0,0.0,3.0,0.556944,160.7768264056914,135.8768264056914
UTG,15.0,11.0,100.0,0.0,1.0,0.0,3.0,0.452778,12.41117864413346,1.4111786441334608
BTN,101.5,1.0,100.0,0.0,1.0,0.0,2.0,0.729167,273.26969202423635,272.26969202423635
BTN,40.1,0.0,100.0,0.0,0.0,0.0,4.0,0.165278,7.939946233596337,7.939946233596337
UTG,147.0,15.0,100.0,0.0,1.0,0.0,5.0,0.55,179.6666666666667,164.6666666666667
BB,3.8,2.3,100.0,0.0,1.0,0.0,2.0,0.616667,6.113052098306172,3.813052098306172
BTN,121.5,9.5,100.0,0.0,1.0,0.0,4.0,0.3875,76.86734693877551,67.36734693877551
BB,180.4,31.2,100.0,0.0,1.0,0.0,5.0,0.570833,239.94918807830052,208.74918807830053
UTG,155.0,0.0,100.0,0.0,0.0,0.0,3.0,0.6125,245.00000000000003,245.00000000000003
SB,163.0,25.0,100.0,0.0,1.0,0.0,4.0,0.391667,104.94535229882318,79.94535229882318
BTN,110.0,6.5,100.0,0.0,1.0,0.0,4.0,0.198611,27.261679409125904,20.761679409125904
CO,1.5,0.0,100.0,0.0,0.0,0.0,1.0,0.745833,4.401631604417567,4.401631604417567
CO,110.8,7.5,100.0,0.0,1.0,0.0,3.0,0.716667,280.25928359915724,272.75928359915724
SB,42.0,25.0,100.0,0.0,1.0,1.0,4.0,0.283333,16.60462390482609,-8.395376095173908
SB,160.0,15.0,100.0,0.0,1.0,0.0,5.0,0.286111,64.12447873548969,49.12447873548969
UTG,122.5,22.0,100.0,0.0,1.0,0.0,2.0,0.795833,477.4990204097626,455.4990204097626
BTN,51.0,30.0,100.0,0.0,1.0,1.0,3.0,0.6125,80.61290322580646,50.61290322580646
BTN,49.0,26.0,100.0,0.0,1.0,0.0,4.0,0.441667,38.76124642462474,12.761246424624737
BB,70.0,0.0,100.0,0.0,0.0,1.0,3.0,0.466667,61.25008203130127,61.25008203130127
BB,130.5,14.0,100.0,0.0,1.0,0.0,4.0,0.44375,104.1067415730337,90.1067415730337
CO,3.5,0.0,100.0,0.0,0.0,0.0,2.0,0.604167,5.342112709147544,5.342112709147544
SB,117.0,13.0,100.0,0.0,1.0,0.0,4.0,0.44375,93.3370786516854,80.3370786516854
BB,3.8,2.3,100.0,0.0,1.0,0.0,2.0,0.608333,5.902119402451572,3.6021194024515726
HJ,1.5,0.0,100.0,0.0,0.0,0.0,1.0,0.65,2.785714285714286,2.785714285714286
BTN,122.0,9.5,100.0,0.0,1.0,0.0,4.0,0.491667,118.0001573771524,108.5001573771524
HJ,108.0,2.0,100.0,0.0,1.0,0.0,5.0,0.35,58.15384615384615,56.15384615384615
BB,3.5,2.0,100.0,0.0,1.0,0.0,2.0,0.308333,1.560238525186253,-0.43976147481374706
BB,15.5,0.0,100.0,0.0,0.0,1.0,3.0,0.458333,13.115367005927997,13.115367005927997
BTN,110.0,7.5,100.0,0.0,1.0,0.0,3.0,0.752778,334.9442201745798,327.4442201745798
BB,132.0,15.0,100.0,0.0,1.0,0.0,4.0,0.327778,64.36370127725662,49.363701277256624
BB,5.5,0.0,100.0,0.0,0.0,0.0,3.0,0.477778,5.031919375284841,5.031919375284841
BB,116.0,13.5,100.0,0.0,1.0,0.0,3.0,0.695833,265.3694450745808,251.86944507458082
BB,136.0,16.0,100.0,0.0,1.0,0.0,5.0,0.319444,63.836604188340125,47.836604188340125
BB,4.0,3.0,100.0,0.0,1.0,0.0,2.0,0.595833,5.896899054103872,2.896899054103872
BB,5.6,0.0,100.0,0.0,0.0,0.0,3.0,0.436111,4.331032525904921,4.331032525904921
BTN,134.0,23.0,100.0,0.0,1.0,0.0,3.0,0.654167,253.47025298337644,230.47025298337644
BB,5.0,0.0,100.0,0.0,0.0,0.0,3.0,0.366667,2.8947409972321045,2.8947409972321045
SB,120.0,15.0,100.0,0.0,1.0,0.0,4.0,0.604167,183.1581500279158,168.1581500279158
BB,10.0,0.0,100.0,0.0,0.0,1.0,3.0,0.447222,8.090444988765833,8.090444988765833
HJ,32.5,0.0,100.0,0.0,0.0,1.0,5.0,0.364167,18.614050387444504,18.614050387444504
SB,147.0,15.0,100.0,0.0,1.0,0.0,5.0,0.508333,151.9828481472216,136.9828481472216
BTN,69.5,0.0,100.0,0.0,0.0,1.0,4.0,0.39375,45.13917525773196,45.13917525773196
BB,4.0,3.0,100.0,0.0,1.0,0.0,2.0,0.645833,7.294107017311042,4.294107017311042
UTG,120.0,19.0,100.0,0.0,1.0,0.0,2.0,0.708333,291.42810122502715,272.42810122502715
SB,140.0,25.0,100.0,0.0,1.0,0.0,4.0,0.279167,54.21974299178866,29.219742991788657
BTN,3.5,2.0,100.0,0.0,1.0,0.0,2.0,0.5625,4.5,2.5
SB,175.2,29.6,100.0,0.0,1.0,0.0,4.0,0.63125,299.9186440677965,270.31864406779647
UTG,20.0,14.0,100.0,0.0,1.0,1.0,4.0,0.394444,13.027498695413804,-0.9725013045861957
HJ,127.5,20.0,100.0,0.0,1.0,0.0,3.0,0.420833,92.64375819064276,72.64375819064276
CO,130.0,0.0,100.0,0.0,0.0,0.0,4.0,0.529167,146.1063901638161,146.1063901638161
SB,177.0,30.0,100.0,0.0,1.0,0.0,5.0,0.3625,100.6470588235294,70.6470588235294
BB,42.2,26.2,100.0,0.0,1.0,1.0,3.0,0.416667,30.14289848165628,3.9428984816562824
SB,1.5,1.0,100.0,0.0,1.0,0.0,1.0,0.454167,1.2480932812783396,0.24809328127833963
BTN,101.5,1.0,100.0,0.0,1.0,0.0,2.0,0.7625,325.8684210526315,324.8684210526315
SB,23.0,0.0,100.0,0.0,0.0,1.0,4.0,0.366667,13.31580858726768,13.31580858726768
BB,105.5,2.0,100.0,0.0,1.0,0.0,4.0,0.204167,27.065500550994997,25.065500550994997
SB,40.0,24.0,100.0,0.0,1.0,0.0,3.0,0.454167,33.28248750075572,9.282487500755721
BB,6.0,0.0,100.0,0.0,0.0,0.0,3.0,0.336111,3.037655391187382,3.037655391187382
SB,16.5,0.0,100.0,0.0,0.0,1.0,4.0,0.658333,31.792635812062613,31.792635812062613
BTN,167.5,40.0,100.0,0.0,1.0,0.0,4.0,0.325,80.64814814814814,40.64814814814814
BB,5.6,0.0,100.0,0.0,0.0,0.0,3.0,0.504167,5.69412523974806,5.69412523974806
SB,166.5,27.0,100.0,0.0,1.0,0.0,4.0,0.475,150.6428571428571,123.64285714285711
BB,118.5,14.0,100.0,0.0,1.0,0.0,4.0,0.379167,72.37258570340173,58.372585703401725
BTN,39.6,0.0,100.0,0.0,0.0,0.0,4.0,0.4,26.4,26.4
BTN,3.8,2.3,100.0,0.0,1.0,0.0,2.0,0.516667,4.062074387637508,1.762074387637508
BB,118.0,14.0,100.0,0.0,1.0,0.0,4.0,0.41875,85.01075268817203,71.01075268817203
BB,7.0,0.0,100.0,0.0,0.0,0.0,4.0,0.445833,5.631571349430766,5.631571349430766
HJ,30.0,0.0,100.0,0.0,0.0,1.0,4.0,0.198611,7.435003475216156,7.435003475216156
SB,88.0,0.0,100.0,0.0,0.0,1.0,4.0,0.429167,66.16067396243737,66.16067396243737
BB,153.0,34.0,100.0,0.0,1.0,0.0,5.0,0.570833,203.50457747217283,169.50457747217283
BB,144.0,28.0,100.0,0.0,1.0,0.0,4.0,0.3625,81.88235294117646,53.882352941176464
HJ,110.0,7.5,100.0,0.0,1.0,0.0,3.0,0.425,81.30434782608697,73.80434782608697
BB,4.0,3.0,100.0,0.0,1.0,0.0,2.0,0.75,12.0,9.0
BTN,110.0,6.5,100.0,0.0,1.0,0.0,4.0,0.585417,155.32684649394693,148.82684649394693
HJ,42.0,0.0,100.0,0.0,0.0,1.0,4.0,0.273611,15.820258842025416,15.820258842025416
HJ,133.0,0.0,100.0,0.0,0.0,0.0,4.0,0.285417,53.122535800599785,53.122535800599785
HJ,49.5,0.0,100.0,0.0,0.0,1.0,4.0,0.335417,24.98279597883184,24.98279597883184
CO,1.5,0.0,100.0,0.0,0.0,0.0,1.0,0.65,2.785714285714286,2.785714285714286
SB,34.0,22.0,100.0,0.0,1.0,1.0,2.0,0.55,41.55555555555557,19.55555555555557
CO,117.1,12.5,100.0,0.0,1.0,0.0,4.0,0.570833,155.75415700648,143.25415700648
SB,40.0,24.0,100.0,0.0,1.0,1.0,3.0,0.313889,18.29960458293192,-5.70039541706808
UTG,134.0,15.0,100.0,0.0,1.0,0.0,5.0,0.270833,49.77134456167105,34.77134456167105
SB,1.5,1.0,100.0,0.0,1.0,0.0,1.0,0.529167,1.685842963428647,0.6858429634286469
UTG,23.0,0.0,100.0,0.0,0.0,1.0,3.0,0.8,92.00000000000004,92.00000000000004
CO,101.5,1.0,100.0,0.0,1.0,0.0,2.0,0.508333,104.94053800641493,103.94053800641493
BB,110.0,6.5,100.0,0.0,1.0,0.0,4.0,0.533333,125.714117347059,119.214117347059
UTG,103.0,2.0,100.0,0.0,1.0,0.0,2.0,0.808333,434.39036975587857,432.39036975587857
SB,5.5,0.0,100.0,0.0,0.0,0.0,3.0,0.586111,7.788587036620932,7.788587036620932
BTN,3.5,2.0,100.0,0.0,1.0,0.0,2.0,0.520833,3.804342744805047,1.804342744805047
BB,116.8,14.0,100.0,0.0,1.0,0.0,3.0,0.365278,67.21756989674219,53.21756989674219
BTN,147.6,0.0,100.0,0.0,0.0,0.0,4.0,0.379167,90.14509409132567,90.14509409132567
BTN,145.79999999999998,25.2,100.0,0.0,1.0,0.0,4.0,0.44375,116.31235955056178,91.11235955056178
CO,46.5,0.0,100.0,0.0,0.0,1.0,4.0,0.3875,29.418367346938776,29.418367346938776
CO,41.0,0.0,100.0,0.0,0.0,0.0,4.0,0.583333,57.399921280062976,57.399921280062976
BB,103.5,2.0,100.0,0.0,1.0,0.0,3.0,0.433333,79.14695138414625,77.14695138414625
CO,20.9,14.0,100.0,0.0,1.0,1.0,4.0,0.316667,9.685380773356474,-4.314619226643526
BB,4.0,3.0,100.0,0.0,1.0,0.0,2.0,0.483333,3.741930489077104,0.7419304890771041
BB,176.0,31.0,100.0,0.0,1.0,0.0,4.0,0.5125,185.025641025641,154.025641025641
BB,122.0,11.0,100.0,0.0,1.0,0.0,3.0,0.433333,93.2939910035347,82.2939910035347
BB,130.5,14.0,100.0,0.0,1.0,0.0,4.0,0.4,87.00000000000001,73.00000000000001
SB,6.1,0.0,100.0,0.0,0.0,0.0,3.0,0.454167,5.075579343865248,5.075579343865248
BTN,41.0,0.0,100.0,0.0,0.0,0.0,4.0,0.241667,13.065957831190254,13.065957831190254
SB,3.8,2.3,100.0,0.0,1.0,0.0,2.0,0.554167,4.723370858595033,2.4233708585950335
BB,135.0,0.0,100.0,0.0,0.0,0.0,3.0,0.536111,156.0178943669714,156.0178943669714
BTN,31.8,21.0,100.0,0.0,1.0,1.0,3.0,0.448611,25.872532458935524,4.872532458935524
BTN,1.5,0.0,100.0,0.0,0.0,0.0,1.0,0.4125,1.053191489361702,1.053191489361702
BTN,1.5,0.0,100.0,0.0,0.0,0.0,1.0,0.525,1.6578947368421055,1.6578947368421055
UTG,103.5,2.0,100.0,0.0,1.0,0.0,2.0,0.845833,567.8498997840002,565.8498997840002
SB,127.0,13.0,100.0,0.0,1.0,0.0,3.0,0.541667,150.0911106117168,137.0911106117168
HJ,123.0,14.0,100.0,0.0,1.0,0.0,4.0,0.408333,84.88720682410883,70.88720682410883
BB,146.7,29.2,100.0,0.0,1.0,0.0,4.0,0.45,120.02727272727272,90.82727272727271
CO,27.0,18.0,100.0,0.0,1.0,1.0,3.0,0.465278,23.493527477829605,5.4935274778296055
SB,115.8,12.5,100.0,0.0,1.0,0.0,3.0,0.402778,78.09774656660339,65.59774656660339
SB,62.0,0.0,100.0,0.0,0.0,1.0,3.0,0.556944,77.9371636993969,77.9371636993969
UTG,32.0,0.0,100.0,0.0,0.0,1.0,3.0,0.379167,19.543651835517764,19.543651835517764
BTN,136.0,25.0,100.0,0.0,1.0,0.0,3.0,0.683333,293.4732321334398,268.4732321334398
BB,134.0,15.0,100.0,0.0,1.0,0.0,5.0,0.3625,76.19607843137254,61.19607843137254
BB,5.5,0.0,100.0,0.0,0.0,0.0,3.0,0.504167,5.592444431895418,5.592444431895418
BB,103.5,2.0,100.0,0.0,1.0,0.0,3.0,0.491667,100.10669088963338,98.10669088963338
SB,205.3,30.1,100.0,0.0,1.0,0.0,5.0,0.2975,86.94199288256227,56.84199288256227
BB,132.0,15.0,100.0,0.0,1.0,0.0,4.0,0.579167,181.6636147830612,166.6636147830612
BB,122.0,11.0,100.0,0.0,1.0,0.0,3.0,0.422222,89.15376494085963,78.15376494085963
SB,10.0,0.0,100.0,0.0,0.0,1.0,3.0,0.406944,6.861814061403982,6.861814061403982
UTG,110.0,6.5,100.0,0.0,1.0,0.0,3.0,0.691667,246.757142440154,240.257142440154
BTN,109.0,7.5,100.0,0.0,1.0,0.0,2.0,0.6875,239.8,232.3
BTN,3.5,2.0,100.0,0.0,1.0,0.0,2.0,0.666667,7.0000105000105,5.0000105000105
BB,11.3,0.0,100.0,0.0,0.0,0.0,3.0,0.491667,10.92952277345756,10.92952277345756
SB,126.0,12.0,100.0,0.0,1.0,0.0,4.0,0.585417,177.9198423476119,165.9198423476119
BB,34.0,21.0,100.0,0.0,1.0,1.0,3.0,0.470833,30.25192803028156,9.251928030281562
SB,107.0,0.0,100.0,0.0,0.0,1.0,5.0,0.293333,44.41502291744202,44.41502291744202
CO,124.3,22.0,100.0,0.0,1.0,0.0,3.0,0.633333,214.699691818462,192.699691818462
BB,24.0,0.0,100.0,0.0,0.0,1.0,4.0,0.204167,6.157080694065212,6.157080694065212
BTN,28.3,0.0,100.0,0.0,0.0,0.0,3.0,0.366667,16.38423404433371,16.38423404433371
BB,14.0,0.0,100.0,0.0,0.0,1.0,3.0,0.5,14.0,14.0
CO,49.0,25.0,100.0,0.0,1.0,1.0,4.0,0.635417,85.40012288011235,60.40012288011235
BB,40.5,27.0,100.0,0.0,1.0,0.0,2.0,0.675,84.11538461538463,57.11538461538463
BB,118.5,14.0,100.0,0.0,1.0,0.0,4.0,0.4,79.00000000000001,65.00000000000001
CO,116.0,0.0,100.0,0.0,0.0,0.0,3.0,0.411111,80.98109490922738,80.98109490922738
SB,116.0,13.0,100.0,0.0,1.0,0.0,3.0,0.636111,202.77852861724315,189.77852861724315
BTN,10.0,0.0,100.0,0.0,0.0,0.0,3.0,0.306944,4.428848462461908,4.428848462461908
BB,136.0,16.0,100.0,0.0,1.0,0.0,5.0,0.3,58.285714285714285,42.285714285714285
BB,5.0,0.0,100.0,0.0,0.0,0.0,3.0,0.259722,1.7542193608347134,1.7542193608347134
BTN,105.0,2.5,100.0,0.0,1.0,0.0,3.0,0.365278,60.426753759913794,57.926753759913794
UTG,103.5,2.0,100.0,0.0,1.0,0.0,2.0,0.679167,219.09773776388337,217.09773776388337
HJ,1.5,0.0,100.0,0.0,0.0,0.0,1.0,0.841667,7.973704155166645,7.973704155166645
UTG,30.5,0.0,100.0,0.0,0.0,0.0,3.0,0.519444,32.96814939361906,32.96814939361906
BTN,116.0,0.0,100.0,0.0,0.0,0.0,3.0,0.445833,93.32318236199556,93.32318236199556
CO,53.2,0.0,100.0,0.0,0.0,0.0,5.0,0.2475,17.497674418604653,17.497674418604653
BB,103.5,2.5,100.0,0.0,1.0,0.0,3.0,0.390278,66.24949239161455,63.74949239161455
BB,127.3,25.0,100.0,0.0,1.0,0.0,3.0,0.691667,285.56531120574186,260.56531120574186
BB,136.0,16.0,100.0,0.0,1.0,0.0,5.0,0.2975,57.59430604982207,41.59430604982207
SB,1.5,1.0,100.0,0.0,1.0,0.0,1.0,0.583333,2.099997120002304,1.0999971200023042
BB,36.5,23.0,100.0,0.0,1.0,1.0,3.0,0.458333,30.88457391718528,7.8845739171852784
BB,7.0,0.0,100.0,0.0,0.0,0.0,4.0,0.310417,3.151062308670602,3.151062308670602
UTG,103.0,2.0,100.0,0.0,1.0,0.0,2.0,0.616667,165.69588582250938,163.69588582250938
SB,49.0,0.0,100.0,0.0,0.0,0.0,5.0,0.395833,32.10340352915667,32.10340352915667
BTN,157.5,23.0,100.0,0.0,1.0,0.0,5.0,0.254444,53.751736958726106,30.751736958726106
SB,63.8,0.0,100.0,0.0,0.0,1.0,3.0,0.458333,53.98454290181975,53.98454290181975
BTN,224.79999999999995,0.0,100.0,0.0,0.0,0.0,5.0,0.339167,115.37671635647732,115.37671635647732
SB,162.2,40.2,100.0,0.0,1.0,0.0,3.0,0.7125,401.9739130434783,361.77391304347833
HJ,109.5,6.5,100.0,0.0,1.0,0.0,3.0,0.552778,135.34484215892778,128.84484215892778
UTG,20.5,14.0,100.0,0.0,1.0,1.0,4.0,0.621528,33.66516941808112,19.66516941808112
SB,1.5,1.0,100.0,0.0,1.0,0.0,1.0,0.5875,2.1363636363636367,1.1363636363636367
BB,130.5,14.0,100.0,0.0,1.0,0.0,4.0,0.445833,104.988580157245,90.988580157245
BTN,136.0,25.0,100.0,0.0,1.0,0.0,3.0,0.708333,330.2851813883641,305.2851813883641
BTN,145.5,0.0,100.0,0.0,0.0,0.0,4.0,0.370833,85.75815562481822,85.75815562481822
BB,123.5,14.0,100.0,0.0,1.0,0.0,5.0,0.170833,25.4446637408387,11.444663740838699
CO,105.6,2.3,100.0,0.0,1.0,0.0,3.0,0.325,50.84444444444444,48.544444444444444
SB,40.0,24.0,100.0,0.0,1.0,1.0,3.0,0.45,32.72727272727273,8.727272727272727
BB,41.0,28.0,100.0,0.0,1.0,1.0,3.0,0.333333,20.499969250015376,-7.500030749984624
BB,5.5,0.0,100.0,0.0,0.0,0.0,3.0,0.363889,3.146289719875934,3.146289719875934
BB,113.5,13.0,100.0,0.0,1.0,0.0,2.0,0.5625,145.92857142857142,132.92857142857142
BB,119.0,0.0,100.0,0.0,0.0,1.0,5.0,0.291667,49.000079058860734,49.000079058860734
UTG,15.0,0.0,100.0,0.0,0.0,1.0,3.0,0.691667,33.648701241839184,33.648701241839184
SB,149.1,30.1,100.0,0.0,1.0,0.0,5.0,0.430833,112.86177923175448,82.76177923175447
HJ,108.0,6.5,100.0,0.0,1.0,0.0,2.0,0.695833,247.0681040349545,240.5681040349545
BTN,1.5,0.0,100.0,0.0,0.0,0.0,1.0,0.704167,3.5704282483698573,3.5704282483698573
HJ,42.0,0.0,100.0,0.0,0.0,1.0,4.0,0.341667,21.79750065696236,21.79750065696236
SB,3.5,2.0,100.0,0.0,1.0,0.0,2.0,0.6375,6.155172413793102,4.155172413793102
BB,134.0,15.0,100.0,0.0,1.0,0.0,5.0,0.575,181.2941176470588,166.2941176470588
UTG,1.5,0.0,100.0,0.0,0.0,0.0,1.0,0.4375,1.1666666666666667,1.1666666666666667
BB,185.0,34.0,100.0,0.0,1.0,0.0,5.0,0.325,89.07407407407406,55.07407407407406
CO,122.5,13.0,100.0,0.0,1.0,0.0,4.0,0.604167,186.9739448201641,173.9739448201641
SB,4.0,0.0,100.0,0.0,0.0,0.0,2.0,0.558333,5.056596938417404,5.056596938417404
BB,103.0,2.0,100.0,0.0,1.0,0.0,3.0,0.633333,177.90883553742225,175.90883553742225
SB,147.0,15.0,100.0,0.0,1.0,0.0,5.0,0.201667,37.133688573565166,22.133688573565166
SB,177.2,30.1,100.0,0.0,1.0,0.0,5.0,0.55,216.5777777777778,186.47777777777782
CO,129.3,26.0,100.0,0.0,1.0,0.0,3.0,0.416667,92.35726951843974,66.35726951843974
BTN,110.0,6.5,100.0,0.0,1.0,0.0,4.0,0.621528,180.6423724872645,174.1423724872645
UTG,40.0,0.0,100.0,0.0,0.0,1.0,4.0,0.3375,20.37735849056604,20.37735849056604
CO,15.6,11.0,100.0,0.0,1.0,0.0,3.0,0.481944,14.512574702348775,3.5125747023487754
SB,135.0,0.0,100.0,0.0,0.0,1.0,5.0,0.283333,53.37200540836958,53.37200540836958
SB,149.0,30.0,100.0,0.0,1.0,0.0,5.0,0.444444,119.19978544017164,89.19978544017164
BB,47.8,0.0,100.0,0.0,0.0,1.0,3.0,0.3625,27.18039215686274,27.18039215686274
CO,29.6,0.0,100.0,0.0,0.0,1.0,4.0,0.277778,11.384627995270156,11.384627995270156
UTG,106.0,2.0,100.0,0.0,1.0,0.0,4.0,0.570833,140.9900994251655,138.9900994251655
UTG,18.0,13.0,100.0,0.0,1.0,1.0,3.0,0.536111,20.802385915596187,7.8023859155961865
UTG,32.0,0.0,100.0,0.0,0.0,1.0,3.0,0.433333,24.470555017320574,24.470555017320574
BB,130.0,14.0,100.0,0.0,1.0,0.0,4.0,0.3625,73.92156862745098,59.92156862745098
HJ,49.5,0.0,100.0,0.0,0.0,1.0,4.0,0.377083,29.96484042015229,29.96484042015229
BB,122.0,16.0,100.0,0.0,1.0,0.0,5.0,0.4,81.33333333333334,65.33333333333334
UTG,11.0,7.5,100.0,0.0,1.0,1.0,2.0,0.5625,14.142857142857142,6.642857142857142
BB,43.5,0.0,100.0,0.0,0.0,0.0,3.0,0.2625,15.483050847457628,15.483050847457628
CO,1.5,0.0,100.0,0.0,0.0,0.0,1.0,0.65,2.785714285714286,2.785714285714286
HJ,109.5,6.5,100.0,0.0,1.0,0.0,3.0,0.313889,50.095167545776114,43.595167545776114
CO,29.5,0.0,100.0,0.0,0.0,0.0,3.0,0.370833,17.38739237754046,17.38739237754046
CO,114.5,0.0,100.0,0.0,0.0,0.0,4.0,0.385417,71.80518579264314,71.80518579264314
CO,27.5,18.0,100.0,0.0,1.0,1.0,3.0,0.304167,12.020977016036897,-5.9790229839631035
HJ,114.0,9.5,100.0,0.0,1.0,0.0,4.0,0.264583,41.01409404460327,31.51409404460327
SB,117.1,12.5,100.0,0.0,1.0,0.0,4.0,0.195833,28.51651995170158,16.01651995170158
HJ,173.39999999999998,29.2,100.0,0.0,1.0,0.0,4.0,0.602083,262.3692684655343,233.1692684655343
BB,22.0,15.0,100.0,0.0,1.0,1.0,5.0,0.220833,6.235282038382016,-8.764717961617984
BB,144.5,28.0,100.0,0.0,1.0,0.0,4.0,0.621528,237.2983893128157,209.2983893128157
SB,3.5,2.0,100.0,0.0,1.0,0.0,2.0,0.75,10.5,8.5
CO,102.8,2.3,100.0,0.0,1.0,0.0,2.0,0.675,213.50769230769237,211.20769230769235
BTN,24.0,0.0,100.0,0.0,0.0,1.0,4.0,0.258333,8.35953601818606,8.35953601818606
SB,6.1,0.0,100.0,0.0,0.0,0.0,3.0,0.4875,5.802439024390244,5.802439024390244
BTN,1.5,0.0,100.0,0.0,0.0,0.0,1.0,0.55,1.8333333333333337,1.8333333333333337
BTN,120.5,9.5,100.0,0.0,1.0,0.0,3.0,0.469444,106.6202285903844,97.1202285903844
SB,106.0,0.0,100.0,0.0,0.0,0.0,4.0,0.333333,52.99992050003975,52.99992050003975
BTN,49.5,26.0,100.0,0.0,1.0,0.0,4.0,0.602083,74.89780155157986,48.89780155157986
BB,123.5,21.0,100.0,0.0,1.0,0.0,3.0,0.654167,233.60877793617155,212.60877793617155
BB,18.1,12.5,100.0,0.0,1.0,1.0,4.0,0.2875,7.303508771929825,-5.196491228070175
SB,166.5,27.0,100.0,0.0,1.0,0.0,4.0,0.602083,251.92896885531408,224.92896885531408
BB,185.0,34.0,100.0,0.0,1.0,0.0,5.0,0.51,192.55102040816328,158.55102040816328
BB,27.0,0.0,100.0,0.0,0.0,0.0,4.0,0.352083,14.6720042844994,14.6720042844994
BTN,20.5,0.0,100.0,0.0,0.0,0.0,4.0,0.233333,6.23911880907878,6.23911880907878
UTG,22.0,0.0,100.0,0.0,0.0,1.0,3.0,0.373611,13.121944989455436,13.121944989455436
BTN,60.0,0.0,100.0,0.0,0.0,1.0,4.0,0.352083,32.60445396555422,32.60445396555422
BTN,141.8,0.0,100.0,0.0,0.0,0.0,4.0,0.291667,58.38832950039036,58.38832950039036
BTN,79.30000000000001,0.0,100.0,0.0,0.0,0.0,4.0,0.40625,54.25789473684211,54.25789473684211
BTN,35.0,0.0,100.0,0.0,0.0,0.0,4.0,0.3875,22.142857142857142,22.142857142857142
BB,4.0,3.0,100.0,0.0,1.0,0.0,2.0,0.616667,6.434791682427549,3.434791682427549
HJ,103.0,2.0,100.0,0.0,1.0,0.0,2.0,0.670833,209.91107553308808,207.91107553308808
BB,4.0,3.0,100.0,0.0,1.0,0.0,2.0,0.5125,4.205128205128204,1.2051282051282044
BB,110.0,10.0,100.0,0.0,1.0,0.0,2.0,0.708333,267.1424261229416,257.1424261229416
BB,5.0,0.0,100.0,0.0,0.0,0.0,3.0,0.256944,1.72896793781357,1.72896793781357
HJ,105.0,2.0,100.0,0.0,1.0,0.0,3.0,0.7125,260.21739130434787,258.21739130434787
SB,125.5,18.0,100.0,0.0,1.0,0.0,3.0,0.516667,134.1553514864493,116.15535148644929
BB,130.3,14.0,100.0,0.0,1.0,0.0,4.0,0.377778,79.11078907528182,65.11078907528182
BB,6.0,0.0,100.0,0.0,0.0,0.0,3.0,0.466667,5.250007031254394,5.250007031254394
SB,5.5,0.0,100.0,0.0,0.0,0.0,3.0,0.5,5.5,5.5
BB,185.0,34.0,100.0,0.0,1.0,0.0,5.0,0.575,250.29411764705875,216.29411764705875
HJ,114.5,9.5,100.0,0.0,1.0,0.0,4.0,0.3625,65.1078431372549,55.6078431372549
BB,4.0,2.5,100.0,0.0,1.0,0.0,2.0,0.595833,5.896899054103872,3.396899054103872
UTG,22.0,0.0,100.0,0.0,0.0,1.0,3.0,0.438889,17.207928556025454,17.207928556025454
SB,117.0,13.0,100.0,0.0,1.0,0.0,4.0,0.3125,53.18181818181818,40.18181818181818
BB,6.0,0.0,100.0,0.0,0.0,0.0,3.0,0.365278,3.452957357709359,3.452957357709359
CO,3.5,0.0,100.0,0.0,0.0,0.0,2.0,0.629167,5.938210730975939,5.938210730975939
SB,16.5,0.0,100.0,0.0,0.0,1.0,4.0,0.354167,9.048400283045307,9.048400283045307
SB,24.0,0.0,100.0,0.0,0.0,1.0,4.0,0.231944,7.247721520305811,7.247721520305811
HJ,146.7,29.2,100.0,0.0,1.0,0.0,4.0,0.579167,201.8943355202657,172.69433552026572
BB,119.5,15.0,100.0,0.0,1.0,0.0,4.0,0.63125,204.5677966101695,189.5677966101695
BB,167.0,40.0,100.0,0.0,1.0,0.0,4.0,0.621528,274.2479655033925,234.2479655033925
SB,149.0,23.0,100.0,0.0,1.0,0.0,4.0,0.602083,225.44994810475555,202.44994810475555
CO,1.5,0.0,100.0,0.0,0.0,0.0,1.0,0.516667,1.6034504161727008,1.6034504161727008
BB,7.5,0.0,100.0,0.0,0.0,0.0,4.0,0.5375,8.716216216216216,8.716216216216216
BB,124.0,14.0,100.0,0.0,1.0,0.0,5.0,0.1725,25.848942598187307,11.848942598187307
SB,174.0,29.0,100.0,0.0,1.0,0.0,4.0,0.602083,263.2771206055535,234.27712060555348
BTN,36.0,0.0,100.0,0.0,0.0,0.0,5.0,0.358333,20.103866959030157,20.103866959030157
HJ,158.0,28.0,100.0,0.0,1.0,0.0,4.0,0.6125,249.741935483871,221.741935483871
BB,4.0,3.0,100.0,0.0,1.0,0.0,2.0,0.65,7.42857142857143,4.42857142857143
HJ,105.0,2.0,100.0,0.0,1.0,0.0,3.0,0.333333,52.49992125003937,50.49992125003937
UTG,105.0,2.0,100.0,0.0,1.0,0.0,3.0,0.691667,235.54090869287427,233.54090869287427
SB,100.0,0.0,100.0,0.0,0.0,0.0,2.0,0.508333,103.38969261715756,103.38969261715756
