source_dataset,source_row_id,hand_id,stage_group,metadata.street,split,features.to_call_bb,features.effective_stack_bb,features.players_active,features.equity_win,features.equity_win_present,features.call_max_bb,features.call_margin_bb,features.pot_certain_bb,features.pot_probable_bb,features.pot_probable_margin_bb,features.ev_certain_bb,features.ev_probable_bb,features.bet_size_bb,label_3intent
jevonmao/gtow-llama-sft-v3,train:11820,,POSTFLOP,FLOP,test,0.0,198.0,2.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,CALL
jevonmao/gtow-llama-sft-v3,train:11824,,POSTFLOP,FLOP,train,0.0,199.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:11825,,POSTFLOP,FLOP,train,0.0,199.0,2.0,0.0,0.0,0.0,0.0,201.0,201.0,201.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:11827,,POSTFLOP,FLOP,test,0.0,199.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:11828,,POSTFLOP,FLOP,validation,0.0,199.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:11830,,POSTFLOP,FLOP,train,0.0,197.25,2.0,0.0,0.0,0.0,0.0,5.5,5.5,5.5,0.0,0.0,1.82,RAISE
jevonmao/gtow-llama-sft-v3,train:11834,,POSTFLOP,FLOP,train,0.0,197.75,2.0,0.0,0.0,0.0,0.0,6.75,6.75,6.75,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:11836,,POSTFLOP,FLOP,train,0.0,197.75,2.0,0.0,0.0,0.0,0.0,4.5,4.5,4.5,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:11840,,POSTFLOP,FLOP,train,0.0,198.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:11844,,POSTFLOP,FLOP,validation,0.0,199.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:11848,,POSTFLOP,FLOP,test,0.0,197.75,2.0,0.0,0.0,0.0,0.0,202.25,202.25,202.25,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:11851,,POSTFLOP,FLOP,train,0.0,197.75,2.0,0.0,0.0,0.0,0.0,4.5,4.5,4.5,0.0,0.0,1.49,RAISE
jevonmao/gtow-llama-sft-v3,train:11856,,POSTFLOP,FLOP,train,0.0,196.5,2.0,0.0,0.0,0.0,0.0,10.5,10.5,10.5,0.0,0.0,0.0,CALL
jevonmao/gtow-llama-sft-v3,train:11860,,POSTFLOP,FLOP,test,0.0,197.0,2.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:11865,,POSTFLOP,FLOP,test,0.0,197.75,2.0,0.0,0.0,0.0,0.0,4.5,4.5,4.5,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:11869,,POSTFLOP,FLOP,train,0.0,199.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:11876,,POSTFLOP,FLOP,train,0.0,195.13,2.0,0.0,0.0,0.0,0.0,9.74,9.74,9.74,0.0,0.0,7.31,RAISE
jevonmao/gtow-llama-sft-v3,train:11880,,POSTFLOP,FLOP,train,0.0,199.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:11883,,POSTFLOP,FLOP,train,0.0,197.25,2.0,0.0,0.0,0.0,0.0,16.5,16.5,16.5,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:11885,,POSTFLOP,FLOP,train,0.0,198.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:11886,,POSTFLOP,FLOP,test,0.0,198.0,2.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,CALL
jevonmao/gtow-llama-sft-v3,train:11891,,POSTFLOP,FLOP,train,0.0,199.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:11896,,POSTFLOP,FLOP,train,0.0,197.25,2.0,0.0,0.0,0.0,0.0,7.31,7.31,7.31,0.0,0.0,0.0,CALL
jevonmao/gtow-llama-sft-v3,train:11899,,POSTFLOP,FLOP,train,0.0,198.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:11904,,POSTFLOP,FLOP,test,0.0,191.0,2.0,0.0,0.0,0.0,0.0,18.0,18.0,18.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:11905,,POSTFLOP,FLOP,train,0.0,191.0,2.0,0.0,0.0,0.0,0.0,23.94,23.94,23.94,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:11908,,POSTFLOP,FLOP,test,0.0,196.5,2.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:11912,,POSTFLOP,FLOP,train,0.0,198.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:11913,,POSTFLOP,FLOP,train,0.0,198.0,2.0,0.0,0.0,0.0,0.0,202.0,202.0,202.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:11915,,POSTFLOP,FLOP,train,0.0,198.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:11916,,POSTFLOP,FLOP,train,0.0,198.0,2.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:11919,,POSTFLOP,FLOP,test,0.0,195.5,2.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:11923,,POSTFLOP,FLOP,train,0.0,196.5,2.0,0.0,0.0,0.0,0.0,203.5,203.5,203.5,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:11925,,POSTFLOP,FLOP,train,0.0,197.25,2.0,0.0,0.0,0.0,0.0,13.75,13.75,13.75,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:11927,,POSTFLOP,FLOP,test,0.0,198.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:11928,,POSTFLOP,FLOP,train,0.0,198.0,2.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:11930,,POSTFLOP,FLOP,train,0.0,198.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:11935,,POSTFLOP,FLOP,test,0.0,197.75,2.0,0.0,0.0,0.0,0.0,4.5,4.5,4.5,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:11938,,POSTFLOP,FLOP,test,0.0,197.75,2.0,0.0,0.0,0.0,0.0,202.25,202.25,202.25,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:11940,,POSTFLOP,FLOP,train,0.0,199.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:11944,,POSTFLOP,FLOP,train,0.0,199.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:11945,,POSTFLOP,FLOP,train,0.0,199.0,2.0,0.0,0.0,0.0,0.0,3.34,3.34,3.34,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:11948,,POSTFLOP,FLOP,train,0.0,191.0,2.0,0.0,0.0,0.0,0.0,18.0,18.0,18.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:11955,,POSTFLOP,FLOP,train,0.0,197.75,2.0,0.0,0.0,0.0,0.0,6.75,6.75,6.75,0.0,0.0,0.0,CALL
jevonmao/gtow-llama-sft-v3,train:11960,,POSTFLOP,FLOP,validation,0.0,195.5,2.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:11966,,POSTFLOP,FLOP,train,0.0,196.5,2.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,CALL
jevonmao/gtow-llama-sft-v3,train:11973,,POSTFLOP,FLOP,train,0.0,194.0,2.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:11974,,POSTFLOP,FLOP,validation,0.0,194.0,2.0,0.0,0.0,0.0,0.0,20.04,20.04,20.04,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:11976,,POSTFLOP,FLOP,train,0.0,197.75,2.0,0.0,0.0,0.0,0.0,4.5,4.5,4.5,0.0,0.0,1.49,RAISE
jevonmao/gtow-llama-sft-v3,train:11977,,POSTFLOP,FLOP,train,0.0,196.26,2.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,CALL
jevonmao/gtow-llama-sft-v3,train:11981,,POSTFLOP,FLOP,train,0.0,198.0,2.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,CALL
jevonmao/gtow-llama-sft-v3,train:11986,,POSTFLOP,FLOP,train,0.0,196.5,2.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:11991,,POSTFLOP,FLOP,train,0.0,195.0,2.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:11997,,POSTFLOP,FLOP,train,0.0,190.0,2.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12001,,POSTFLOP,FLOP,train,0.0,199.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12002,,POSTFLOP,FLOP,train,0.0,199.0,2.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12008,,POSTFLOP,FLOP,validation,0.0,195.5,2.0,0.0,0.0,0.0,0.0,15.03,15.03,15.03,0.0,0.0,0.0,CALL
jevonmao/gtow-llama-sft-v3,train:12011,,POSTFLOP,FLOP,test,0.0,197.25,2.0,0.0,0.0,0.0,0.0,5.5,5.5,5.5,0.0,0.0,1.82,RAISE
jevonmao/gtow-llama-sft-v3,train:12015,,POSTFLOP,FLOP,train,0.0,199.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12016,,POSTFLOP,FLOP,train,0.0,199.0,2.0,0.0,0.0,0.0,0.0,201.0,201.0,201.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12019,,POSTFLOP,FLOP,train,0.0,195.13,2.0,0.0,0.0,0.0,0.0,10.74,10.74,10.74,0.0,0.0,0.0,CALL
jevonmao/gtow-llama-sft-v3,train:12027,,POSTFLOP,FLOP,train,0.0,197.75,2.0,0.0,0.0,0.0,0.0,11.25,11.25,11.25,0.0,0.0,0.0,CALL
jevonmao/gtow-llama-sft-v3,train:12033,,POSTFLOP,FLOP,train,0.0,193.5,2.0,0.0,0.0,0.0,0.0,13.0,13.0,13.0,0.0,0.0,9.75,RAISE
jevonmao/gtow-llama-sft-v3,train:12034,,POSTFLOP,FLOP,train,0.0,183.75,2.0,0.0,0.0,0.0,0.0,42.25,42.25,42.25,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12036,,POSTFLOP,FLOP,train,0.0,197.75,2.0,0.0,0.0,0.0,0.0,5.98,5.98,5.98,0.0,0.0,0.0,CALL
jevonmao/gtow-llama-sft-v3,train:12040,,POSTFLOP,FLOP,train,0.0,198.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12041,,POSTFLOP,FLOP,test,0.0,198.0,2.0,0.0,0.0,0.0,0.0,6.68,6.68,6.68,0.0,0.0,5.77,RAISE
jevonmao/gtow-llama-sft-v3,train:12042,,POSTFLOP,FLOP,train,0.0,192.23,2.0,0.0,0.0,0.0,0.0,18.63,18.63,18.63,0.0,0.0,0.0,CALL
jevonmao/gtow-llama-sft-v3,train:12047,,POSTFLOP,FLOP,validation,0.0,199.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12048,,POSTFLOP,FLOP,validation,0.0,199.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12050,,POSTFLOP,FLOP,validation,0.0,197.75,2.0,0.0,0.0,0.0,0.0,7.51,7.51,7.51,0.0,0.0,0.0,CALL
jevonmao/gtow-llama-sft-v3,train:12054,,POSTFLOP,FLOP,train,0.0,197.25,2.0,0.0,0.0,0.0,0.0,13.75,13.75,13.75,0.0,0.0,0.0,CALL
jevonmao/gtow-llama-sft-v3,train:12058,,POSTFLOP,FLOP,train,0.0,199.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12059,,POSTFLOP,FLOP,validation,0.0,199.0,2.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12061,,POSTFLOP,FLOP,train,0.0,198.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12062,,POSTFLOP,FLOP,test,0.0,198.0,2.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,CALL
jevonmao/gtow-llama-sft-v3,train:12067,,POSTFLOP,FLOP,train,0.0,198.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12073,,POSTFLOP,FLOP,test,0.0,196.5,2.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12078,,POSTFLOP,FLOP,train,0.0,197.75,2.0,0.0,0.0,0.0,0.0,7.51,7.51,7.51,0.0,0.0,6.48,RAISE
jevonmao/gtow-llama-sft-v3,train:12079,,POSTFLOP,FLOP,train,0.0,191.27,2.0,0.0,0.0,0.0,0.0,31.96,31.96,31.96,0.0,0.0,36.31,RAISE
jevonmao/gtow-llama-sft-v3,train:12080,,POSTFLOP,FLOP,train,0.0,161.44,2.0,0.0,0.0,0.0,0.0,92.45,92.45,92.45,0.0,0.0,0.0,CALL
jevonmao/gtow-llama-sft-v3,train:12083,,POSTFLOP,FLOP,train,0.0,191.0,2.0,0.0,0.0,0.0,0.0,18.0,18.0,18.0,0.0,0.0,5.94,RAISE
jevonmao/gtow-llama-sft-v3,train:12088,,POSTFLOP,FLOP,train,0.0,199.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12089,,POSTFLOP,FLOP,test,0.0,199.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,CALL
jevonmao/gtow-llama-sft-v3,train:12095,,POSTFLOP,FLOP,train,0.0,185.0,2.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12096,,POSTFLOP,FLOP,test,0.0,185.0,2.0,0.0,0.0,0.0,0.0,50.1,50.1,50.1,0.0,0.0,47.69,RAISE
jevonmao/gtow-llama-sft-v3,train:12097,,POSTFLOP,FLOP,test,0.0,137.31,2.0,0.0,0.0,0.0,0.0,152.97,152.97,152.97,0.0,0.0,0.0,CALL
jevonmao/gtow-llama-sft-v3,train:12101,,POSTFLOP,FLOP,test,0.0,197.75,2.0,0.0,0.0,0.0,0.0,4.5,4.5,4.5,0.0,0.0,1.49,RAISE
jevonmao/gtow-llama-sft-v3,train:12103,,POSTFLOP,FLOP,train,0.0,197.75,2.0,0.0,0.0,0.0,0.0,5.98,5.98,5.98,0.0,0.0,3.94,RAISE
jevonmao/gtow-llama-sft-v3,train:12104,,POSTFLOP,FLOP,validation,0.0,193.81,2.0,0.0,0.0,0.0,0.0,14.84,14.84,14.84,0.0,0.0,0.0,CALL
jevonmao/gtow-llama-sft-v3,train:12108,,POSTFLOP,FLOP,validation,0.0,197.75,2.0,0.0,0.0,0.0,0.0,6.75,6.75,6.75,0.0,0.0,0.0,CALL
jevonmao/gtow-llama-sft-v3,train:12111,,POSTFLOP,FLOP,train,0.0,197.75,2.0,0.0,0.0,0.0,0.0,202.25,202.25,202.25,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12114,,POSTFLOP,FLOP,train,0.0,194.0,2.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12119,,POSTFLOP,FLOP,train,0.0,197.25,2.0,0.0,0.0,0.0,0.0,202.75,202.75,202.75,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12122,,POSTFLOP,FLOP,test,0.0,197.75,2.0,0.0,0.0,0.0,0.0,202.25,202.25,202.25,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12125,,POSTFLOP,FLOP,test,0.0,198.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12126,,POSTFLOP,FLOP,test,0.0,198.0,2.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12128,,POSTFLOP,FLOP,test,0.0,197.0,2.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12133,,POSTFLOP,FLOP,train,0.0,197.75,2.0,0.0,0.0,0.0,0.0,5.98,5.98,5.98,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12135,,POSTFLOP,FLOP,train,0.0,199.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12136,,POSTFLOP,FLOP,train,0.0,199.0,2.0,0.0,0.0,0.0,0.0,3.34,3.34,3.34,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12139,,POSTFLOP,FLOP,train,0.0,196.5,2.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,2.31,RAISE
jevonmao/gtow-llama-sft-v3,train:12146,,POSTFLOP,FLOP,train,0.0,196.5,2.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12150,,POSTFLOP,FLOP,train,0.0,196.5,2.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,CALL
jevonmao/gtow-llama-sft-v3,train:12153,,POSTFLOP,FLOP,test,0.0,197.75,2.0,0.0,0.0,0.0,0.0,4.5,4.5,4.5,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12157,,POSTFLOP,FLOP,train,0.0,199.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12158,,POSTFLOP,FLOP,train,0.0,199.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,CALL
jevonmao/gtow-llama-sft-v3,train:12163,,POSTFLOP,FLOP,test,0.0,192.5,2.0,0.0,0.0,0.0,0.0,22.5,22.5,22.5,0.0,0.0,0.0,CALL
jevonmao/gtow-llama-sft-v3,train:12169,,POSTFLOP,FLOP,train,0.0,198.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12170,,POSTFLOP,FLOP,train,0.0,198.0,2.0,0.0,0.0,0.0,0.0,5.32,5.32,5.32,0.0,0.0,0.0,CALL
jevonmao/gtow-llama-sft-v3,train:12177,,POSTFLOP,FLOP,test,0.0,196.5,2.0,0.0,0.0,0.0,0.0,11.69,11.69,11.69,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12180,,POSTFLOP,FLOP,test,0.0,199.0,2.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12182,,POSTFLOP,FLOP,train,0.0,197.75,2.0,0.0,0.0,0.0,0.0,4.5,4.5,4.5,0.0,0.0,1.49,RAISE
jevonmao/gtow-llama-sft-v3,train:12187,,POSTFLOP,FLOP,validation,0.0,192.0,2.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,5.28,RAISE
jevonmao/gtow-llama-sft-v3,train:12188,,POSTFLOP,FLOP,train,0.0,186.72,2.0,0.0,0.0,0.0,0.0,31.84,31.84,31.84,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12190,,POSTFLOP,FLOP,test,0.0,197.25,2.0,0.0,0.0,0.0,0.0,9.18,9.18,9.18,0.0,0.0,0.0,CALL
jevonmao/gtow-llama-sft-v3,train:12195,,POSTFLOP,FLOP,train,0.0,196.5,2.0,0.0,0.0,0.0,0.0,10.5,10.5,10.5,0.0,0.0,14.0,RAISE
jevonmao/gtow-llama-sft-v3,train:12200,,POSTFLOP,FLOP,train,0.0,196.5,2.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12205,,POSTFLOP,FLOP,train,0.0,199.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12206,,POSTFLOP,FLOP,train,0.0,199.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,CALL
jevonmao/gtow-llama-sft-v3,train:12212,,POSTFLOP,FLOP,train,0.0,196.5,2.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12217,,POSTFLOP,FLOP,test,0.0,196.5,2.0,0.0,0.0,0.0,0.0,11.69,11.69,11.69,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12220,,POSTFLOP,FLOP,train,0.0,158.0,2.0,0.0,0.0,0.0,0.0,84.0,84.0,84.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12225,,POSTFLOP,FLOP,train,0.0,197.75,2.0,0.0,0.0,0.0,0.0,4.5,4.5,4.5,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12230,,POSTFLOP,FLOP,train,0.0,199.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12231,,POSTFLOP,FLOP,test,0.0,199.0,2.0,0.0,0.0,0.0,0.0,201.0,201.0,201.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12233,,POSTFLOP,FLOP,test,0.0,199.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12234,,POSTFLOP,FLOP,train,0.0,199.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,CALL
jevonmao/gtow-llama-sft-v3,train:12238,,POSTFLOP,FLOP,train,0.0,197.75,2.0,0.0,0.0,0.0,0.0,5.5,5.5,5.5,0.0,0.0,0.0,CALL
jevonmao/gtow-llama-sft-v3,train:12243,,POSTFLOP,FLOP,train,0.0,182.0,2.0,0.0,0.0,0.0,0.0,36.0,36.0,36.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12244,,POSTFLOP,FLOP,train,0.0,182.0,2.0,0.0,0.0,0.0,0.0,218.0,218.0,218.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12246,,POSTFLOP,FLOP,test,0.0,198.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12247,,POSTFLOP,FLOP,train,0.0,198.0,2.0,0.0,0.0,0.0,0.0,202.0,202.0,202.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12250,,POSTFLOP,FLOP,test,0.0,197.0,2.0,0.0,0.0,0.0,0.0,7.98,7.98,7.98,0.0,0.0,5.27,RAISE
jevonmao/gtow-llama-sft-v3,train:12252,,POSTFLOP,FLOP,test,0.0,198.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12253,,POSTFLOP,FLOP,train,0.0,198.0,2.0,0.0,0.0,0.0,0.0,6.68,6.68,6.68,0.0,0.0,0.0,NO_INVEST
jevonmao/gtow-llama-sft-v3,train:12255,,POSTFLOP,FLOP,train,0.0,197.75,2.0,0.0,0.0,0.0,0.0,13.5,13.5,13.5,0.0,0.0,0.0,CALL
jevonmao/gtow-llama-sft-v3,train:12258,,POSTFLOP,FLOP,test,0.0,197.25,2.0,0.0,0.0,0.0,0.0,7.31,7.31,7.31,0.0,0.0,0.0,CALL
jevonmao/gtow-llama-sft-v3,train:12266,,POSTFLOP,FLOP,train,0.0,197.25,2.0,0.0,0.0,0.0,0.0,5.5,5.5,5.5,0.0,0.0,1.82,RAISE
jevonmao/gtow-llama-sft-v3,train:12270,,POSTFLOP,FLOP,validation,0.0,198.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,NO_INVEST
