source_dataset,source_row_id,hand_id,stage_group,metadata.street,split,features.hero_position,features.pot_bb,features.to_call_bb,features.effective_stack_bb,features.can_check,features.can_call,features.can_raise,features.players_active,features.bet_size_bb,features.equity_win,features.call_max_bb,features.call_margin_bb,label_3intent
solver_policy,d49eb6265d1f385b41b61b013b49b4a3330ba292,synthetic:243,FLOP,FLOP,train,UTG,2.8,0.0,49.6,1.0,0.0,1.0,4.0,1.4,0.1056666667,0.3308237049,0.3308237049,NO_INVEST
solver_policy,c73f5b9f2893f9f24a27128b26cfb76ffe3ee523,synthetic:244,RIVER,RIVER,train,BTN,2.4,0.4,49.7,0.0,1.0,1.0,3.0,0.4,0.2053333333,0.6201342281,0.2201342281,RAISE
solver_policy,49aed5ce6c7bd63a3a83fd98299cbc4d99746610,synthetic:245,TURN,TURN,train,CO,3.4,1.1,49.8,0.0,1.0,1.0,2.0,1.1,0.4066666667,2.330337079,1.230337079,RAISE
solver_policy,c979bcb0101b328c7c108dd6f186a4a278632832,synthetic:246,PREFLOP,PREFLOP,train,CO,1.2,0.5,49.6,0.0,1.0,1.0,4.0,0.5,0.0936666667,0.1240161825,-0.3759838175,CALL
solver_policy,d3d8b07de7c843a602de2891863895b19b15d9c1,synthetic:247,FLOP,FLOP,train,SB,3.1,0.8,49.7,0.0,1.0,1.0,3.0,0.8,0.243,0.9951122853,0.1951122853,RAISE
solver_policy,cc3c48d74254f6b6fc6ad3c364bfd0c52382a508,synthetic:248,RIVER,RIVER,train,SB,4.5,0.4,49.9,0.0,1.0,1.0,1.0,0.4,0.564,5.8211009174,5.4211009174,RAISE
solver_policy,c26e00feced47d11a4ba1cf54734ed2ec4da55ef,synthetic:249,TURN,TURN,train,CO,2.1,0.2,49.7,0.0,1.0,1.0,3.0,0.2,0.224,0.606185567,0.406185567,RAISE
solver_policy,d6564690bdee532a1bb8304545ba19c3db227182,synthetic:250,TURN,TURN,train,SB,4.1,0.0,49.6,1.0,0.0,1.0,4.0,2.05,0.2916666667,1.6882352944,1.6882352944,NO_INVEST
solver_policy,79ce1e97f16efa90adfb4f6500de3f4a836cc852,synthetic:251,TURN,TURN,train,CO,1.4,0.2,49.9,0.0,1.0,1.0,1.0,0.2,0.423,1.0263431542,0.8263431542,RAISE
solver_policy,2c65a7f96c106e8b651a332147beba4d758adff9,synthetic:252,FLOP,FLOP,train,BB,1.5,0.0,49.9,1.0,0.0,1.0,1.0,0.75,0.4806666667,1.3883183571,1.3883183571,NO_INVEST
solver_policy,b5b51a98db5e977892edb333d5756dd19aba5f85,synthetic:253,PREFLOP,PREFLOP,train,SB,4.5,0.0,49.6,1.0,0.0,1.0,4.0,2.25,0.308,2.0028901734,2.0028901734,NO_INVEST
solver_policy,ac5434e393d1a212a1ae8d1d986b848000ee227c,synthetic:254,RIVER,RIVER,train,BB,4.9,0.0,49.7,1.0,0.0,1.0,3.0,2.45,0.665,9.7268656716,9.7268656716,NO_INVEST
solver_policy,ccfe4da54ca70659491d4fe22481872ac08dfef9,synthetic:255,PREFLOP,PREFLOP,test,MP,3.8,0.0,49.8,1.0,0.0,1.0,2.0,1.9,0.329,1.8631892697,1.8631892697,NO_INVEST
solver_policy,49d30ba5698e0864b8be58366c571942576fd680,synthetic:256,RIVER,RIVER,test,BB,1.5,0.3,49.9,0.0,1.0,1.0,1.0,0.3,0.6116666667,2.3626609445,2.0626609445,RAISE
solver_policy,128193379c894fc0a063f151e11a0cac9a95dedb,synthetic:257,TURN,TURN,train,UTG,0.9,0.0,49.7,1.0,0.0,1.0,3.0,0.45,0.42,0.6517241379,0.6517241379,NO_INVEST
solver_policy,a74481be2a0f638360a33bead1ebcbaac4850edd,synthetic:258,RIVER,RIVER,train,BB,3.3,0.0,49.6,1.0,0.0,1.0,4.0,1.65,0.2633333333,1.1796380088,1.1796380088,NO_INVEST
solver_policy,468da40c5b2700bf683b831bef336a495794afca,synthetic:259,PREFLOP,PREFLOP,train,BB,0.5,0.0,49.6,1.0,0.0,1.0,4.0,0.25,0.3056666667,0.2201152185,0.2201152185,NO_INVEST
solver_policy,9d4937a989a988398ec0d9e4c9c03a4ba7b68436,synthetic:260,FLOP,FLOP,train,BB,2.7,0.0,49.7,1.0,0.0,1.0,3.0,1.35,0.245,0.8761589404,0.8761589404,NO_INVEST
solver_policy,054bc334b7d2e02d5d02c3275d611c1a34dc2e3c,synthetic:261,FLOP,FLOP,train,CO,4.1,0.0,49.7,1.0,0.0,1.0,3.0,2.05,0.2476666667,1.3497120073,1.3497120073,NO_INVEST
solver_policy,24bc7c6f64bc9376a44bb7d408df858f197ec4cd,synthetic:262,TURN,TURN,train,MP,3.9,1.8,49.9,0.0,1.0,1.0,1.0,1.8,0.3363333333,1.9764439977,0.1764439977,CALL
solver_policy,9740d4a1a7e60ae0687f5a3c522aecddb478222e,synthetic:263,PREFLOP,PREFLOP,train,SB,5.0,2.5,49.8,0.0,1.0,1.0,2.0,2.5,0.2833333333,1.9767441857,-0.5232558143,CALL
solver_policy,c2fd1cb1241d4b4a405aca47b65ac8dbec295e83,synthetic:264,TURN,TURN,train,UTG,3.7,1.0,49.8,0.0,1.0,1.0,2.0,1.0,0.3816666667,2.2838274936,1.2838274936,RAISE
solver_policy,9bab9fa791851638ee08ed7597ef6f8b5b80bbda,synthetic:265,TURN,TURN,train,CO,3.1,0.6,49.8,0.0,1.0,1.0,2.0,0.6,0.7433333333,8.9779220764,8.3779220764,RAISE
solver_policy,531312fc8d6b0bfbc1683f63ac0ef537947c3ab5,synthetic:266,TURN,TURN,train,MP,3.2,0.7,49.8,0.0,1.0,1.0,2.0,0.7,0.4866666667,3.0337662342,2.3337662342,RAISE
solver_policy,3cbb89a2b80df0b9b5b16c43e5038d4d7582d23d,synthetic:267,FLOP,FLOP,train,MP,4.5,0.0,49.8,1.0,0.0,1.0,2.0,2.25,0.437,3.4928952043,3.4928952043,NO_INVEST
solver_policy,f0336c037215623f79e2302291f89ee7838338a4,synthetic:268,FLOP,FLOP,test,BB,2.3,0.0,49.7,1.0,0.0,1.0,3.0,1.15,0.2453333333,0.7477031801,0.7477031801,NO_INVEST
solver_policy,cb182863c8850527229522ac5bb92d221f70d239,synthetic:269,PREFLOP,PREFLOP,train,MP,2.6,0.0,49.7,1.0,0.0,1.0,3.0,1.3,0.1383333333,0.4174081237,0.4174081237,NO_INVEST
solver_policy,8884b09a6bd13a45b087266098331fdceaf1190b,synthetic:270,RIVER,RIVER,train,UTG,4.4,0.0,49.7,1.0,0.0,1.0,3.0,2.2,0.2966666667,1.8559241709,1.8559241709,NO_INVEST
solver_policy,4979114e8596178d4652c914a638ba6806565132,synthetic:271,FLOP,FLOP,train,BTN,1.3,0.0,49.9,1.0,0.0,1.0,1.0,0.65,0.51,1.3530612245,1.3530612245,NO_INVEST
solver_policy,42d534627b9855eb0dee1da4057e861cb64a28fe,synthetic:272,TURN,TURN,train,CO,3.8,0.0,49.7,1.0,0.0,1.0,3.0,1.9,0.4406666667,2.9938021458,2.9938021458,NO_INVEST
solver_policy,9d99d2b6afb09fadecfbff03d2228a79c74d86c0,synthetic:273,TURN,TURN,train,BB,3.8,0.0,49.8,1.0,0.0,1.0,2.0,1.9,0.2733333333,1.4293577979,1.4293577979,NO_INVEST
solver_policy,56137a17f509811c9f8698e1e4f40e05bd9ffca6,synthetic:274,TURN,TURN,train,MP,1.2,0.1,49.8,0.0,1.0,1.0,2.0,0.1,0.4166666667,0.8571428573,0.7571428573,RAISE
solver_policy,cda01e69ec75a311033bc28828fcf0ad59bf4860,synthetic:275,PREFLOP,PREFLOP,train,CO,2.1,0.5,49.7,0.0,1.0,1.0,3.0,0.5,0.2533333333,0.7124999999,0.2124999999,RAISE
solver_policy,c4dfa5ec8ccf460af477cf284d67e62156d96213,synthetic:276,PREFLOP,PREFLOP,train,SB,4.4,0.4,49.7,0.0,1.0,1.0,3.0,0.4,0.3583333333,2.4571428568,2.0571428568,RAISE
solver_policy,4d95de1a64a96d5aa9c119a1da966bfdaa2e7592,synthetic:277,PREFLOP,PREFLOP,train,BTN,1.1,0.0,49.7,1.0,0.0,1.0,3.0,0.55,0.1486666667,0.192090838,0.192090838,NO_INVEST
solver_policy,c5d7c265a52b67cd7750d90a4a86b876bbbc8154,synthetic:278,FLOP,FLOP,train,CO,0.5,0.2,49.6,0.0,1.0,1.0,4.0,0.2,0.1923333333,0.119067272,-0.080932728,CALL
solver_policy,7f726122784ae076e9ea0eae392b0c3537282dc4,synthetic:279,RIVER,RIVER,train,CO,4.1,0.0,49.8,1.0,0.0,1.0,2.0,2.05,0.3833333333,2.5486486483,2.5486486483,NO_INVEST
solver_policy,a95a30312843e77b7cae8f051b1421f6ccadc72d,synthetic:280,FLOP,FLOP,train,SB,0.5,0.2,49.9,0.0,1.0,1.0,1.0,0.2,0.4416666667,0.3955223881,0.1955223881,CALL
solver_policy,8be4d93de221035ecc7abb51f35230b208333e8c,synthetic:281,PREFLOP,PREFLOP,train,CO,1.5,0.0,49.6,1.0,0.0,1.0,4.0,0.75,0.3126666667,0.6823472358,0.6823472358,NO_INVEST
solver_policy,f80d4cc75937517e06e85e4302297b80a2cf4db4,synthetic:282,PREFLOP,PREFLOP,train,CO,3.4,0.4,49.9,0.0,1.0,1.0,1.0,0.4,0.514,3.5958847737,3.1958847737,RAISE
solver_policy,c0cda366f36c7f59d848ccf2af731ec5d510ac7c,synthetic:283,TURN,TURN,train,CO,3.8,0.0,49.6,1.0,0.0,1.0,4.0,1.9,0.128,0.5577981651,0.5577981651,NO_INVEST
solver_policy,db78de57a3745fd4c2fe3c12464fa2fd142a76aa,synthetic:284,TURN,TURN,train,SB,1.6,0.8,49.7,0.0,1.0,1.0,3.0,0.8,0.3543333333,0.8780588538,0.0780588538,CALL
solver_policy,722a6d14016eef1a444be67599c0804a9d0f1b70,synthetic:285,FLOP,FLOP,train,CO,0.9,0.1,49.8,0.0,1.0,1.0,2.0,0.1,0.3366666667,0.4567839197,0.3567839197,RAISE
solver_policy,c0997008ddcac98da199180e1a43c92544ef0488,synthetic:286,RIVER,RIVER,train,SB,3.7,0.6,49.7,0.0,1.0,1.0,3.0,0.6,0.4173333333,2.6501144161,2.0501144161,RAISE
solver_policy,1069f32e32f323d5636e91860a269a0892e92033,synthetic:287,PREFLOP,PREFLOP,train,BB,3.3,0.0,49.8,1.0,0.0,1.0,2.0,1.65,0.7066666667,7.9500000013,7.9500000013,NO_INVEST
solver_policy,bfb235779f9d55541aa777cd2e26a29d18fee1dc,synthetic:288,RIVER,RIVER,train,CO,1.5,0.1,49.8,0.0,1.0,1.0,2.0,0.1,0.3493333333,0.8053278687,0.7053278687,RAISE
solver_policy,44f51e8b69002dab9a0b93418b5ce55ee83caa78,synthetic:289,RIVER,RIVER,train,CO,1.1,0.5,49.6,0.0,1.0,1.0,4.0,0.5,0.2983333333,0.4676959619,-0.0323040381,CALL
solver_policy,7906a9656699d23761f796afc3a0fde2e79fae69,synthetic:290,PREFLOP,PREFLOP,train,UTG,4.3,1.4,49.8,0.0,1.0,1.0,2.0,1.4,0.2423333333,1.3753189615,-0.0246810385,RAISE
solver_policy,70f3be3e9be3a2095f95898ec0200eba98620ddb,synthetic:291,FLOP,FLOP,train,BTN,3.5,0.0,49.9,1.0,0.0,1.0,1.0,1.75,0.531,3.9626865672,3.9626865672,NO_INVEST
solver_policy,ea7683cbda49980cf2f1b2e0475c070b3557a6ba,synthetic:292,RIVER,RIVER,train,BTN,2.4,0.4,49.6,0.0,1.0,1.0,4.0,0.4,0.3266666667,1.1643564358,0.7643564358,RAISE
solver_policy,0f30d610d64ad3b63f7105d9d5cbcce9d12fe2fc,synthetic:293,TURN,TURN,train,BTN,5.0,0.0,49.6,1.0,0.0,1.0,4.0,2.5,0.2556666667,1.7174205108,1.7174205108,NO_INVEST
solver_policy,6168346c514aceb920e0f718c6f634cd77c5fb19,synthetic:294,RIVER,RIVER,train,CO,2.7,0.0,49.8,1.0,0.0,1.0,2.0,1.35,0.2533333333,0.9160714284,0.9160714284,NO_INVEST
solver_policy,447f1bec8ae8975a18da0fce684eea44326d1358,synthetic:295,FLOP,FLOP,train,BB,3.7,0.0,49.7,1.0,0.0,1.0,3.0,1.85,0.6683333333,7.4557788934,7.4557788934,NO_INVEST
solver_policy,8333a4765d760aa19e35780ab68a4507646ff8a5,synthetic:296,FLOP,FLOP,train,BB,2.1,0.6,49.9,0.0,1.0,1.0,1.0,0.6,0.4053333333,1.4313901343,0.8313901343,RAISE
solver_policy,5ac034b57dd1f3f72d7a5013bd074c7a055a9b0a,synthetic:297,TURN,TURN,train,BTN,1.0,0.4,49.7,0.0,1.0,1.0,3.0,0.4,0.305,0.4388489209,0.0388489209,CALL
solver_policy,e589203434aa72761917984a6701042cd351499b,synthetic:298,TURN,TURN,train,BTN,0.8,0.1,49.6,0.0,1.0,1.0,4.0,0.1,0.2556666667,0.2747872817,0.1747872817,RAISE
solver_policy,9306cc511e0de0de6e699612a639cd6bc567f6cb,synthetic:299,TURN,TURN,train,BB,3.6,0.6,49.6,0.0,1.0,1.0,4.0,0.6,0.3083333333,1.6048192769,1.0048192769,RAISE
solver_policy,9ec804a136d977d378fa456a29c842b1ec09f0db,synthetic:300,FLOP,FLOP,train,BB,3.6,0.0,49.9,1.0,0.0,1.0,1.0,1.8,0.57,4.7720930233,4.7720930233,NO_INVEST
solver_policy,690ee13a7a6183f0891359c2b02be9360cc28234,synthetic:301,PREFLOP,PREFLOP,train,BB,4.4,2.2,49.9,0.0,1.0,1.0,1.0,2.2,0.594,6.4374384236,4.2374384236,CALL
solver_policy,df64e96c8040d0f9bc49209ad0cea9ecc46d71bd,synthetic:302,TURN,TURN,train,MP,2.7,0.0,49.7,1.0,0.0,1.0,3.0,1.35,0.835,13.6636363636,13.6636363636,NO_INVEST
solver_policy,d149054e4cd756c4f3ef3efcc9808cd468b47528,synthetic:303,FLOP,FLOP,train,CO,4.8,0.0,49.6,1.0,0.0,1.0,4.0,2.4,0.3683333333,2.7989445906,2.7989445906,NO_INVEST
solver_policy,8573b08954aa2871bae7aadc551bf5c34cc8e49b,synthetic:304,PREFLOP,PREFLOP,train,BTN,0.5,0.0,49.8,1.0,0.0,1.0,2.0,0.25,0.535,0.5752688172,0.5752688172,NO_INVEST
solver_policy,7725fadce5e931c6aa0697c03d5fd323dd53d2ae,synthetic:305,FLOP,FLOP,train,CO,4.2,0.2,49.7,0.0,1.0,1.0,3.0,0.2,0.3116666667,1.9016949156,1.7016949156,RAISE
solver_policy,451f1acd00d8b197a2c2180ec926b9508b68a513,synthetic:306,FLOP,FLOP,train,BTN,1.8,0.0,49.6,1.0,0.0,1.0,4.0,0.9,0.1833333333,0.4040816326,0.4040816326,NO_INVEST
solver_policy,b310cadc079b7544042c55eac11ad23a96517fe6,synthetic:307,FLOP,FLOP,train,BB,4.1,0.0,49.9,1.0,0.0,1.0,1.0,2.05,0.3986666667,2.7181818186,2.7181818186,NO_INVEST
solver_policy,2e48cf54d5a19efbafba063e2d974c7844ccdabc,synthetic:308,FLOP,FLOP,train,UTG,2.0,0.0,49.6,1.0,0.0,1.0,4.0,1.0,0.5723333333,2.6765393605,2.6765393605,NO_INVEST
solver_policy,34012cdcbae6b8ed3df8128e7db5c64e45e5ca0c,synthetic:309,RIVER,RIVER,train,CO,2.5,0.0,49.6,1.0,0.0,1.0,4.0,1.25,0.235,0.7679738562,0.7679738562,NO_INVEST
solver_policy,a0b0b2bb54c284902c5b8404c02dfa9dcfed0ce5,synthetic:310,TURN,TURN,train,MP,1.9,0.0,49.7,1.0,0.0,1.0,3.0,0.95,0.3083333333,0.8469879517,0.8469879517,NO_INVEST
solver_policy,83e8c1f34440857a728e380ee91a82bae4ef2115,synthetic:311,PREFLOP,PREFLOP,train,MP,1.1,0.0,49.7,1.0,0.0,1.0,3.0,0.55,0.2763333333,0.4200368493,0.4200368493,NO_INVEST
solver_policy,f434e252fa9cabfb4e1d0885ccca77e3f0861cfe,synthetic:312,PREFLOP,PREFLOP,train,BB,0.9,0.0,49.6,1.0,0.0,1.0,4.0,0.45,0.665,1.7865671642,1.7865671642,NO_INVEST
solver_policy,a92a21b9497679d46cbc697d7a6186e1facee9cb,synthetic:313,RIVER,RIVER,train,MP,4.0,0.0,49.6,1.0,0.0,1.0,4.0,2.0,0.196,0.9751243781,0.9751243781,NO_INVEST
solver_policy,0600b60fd018a4d8fd23b97caeda7aa3d4c20c95,synthetic:314,PREFLOP,PREFLOP,train,MP,4.0,0.6,49.7,0.0,1.0,1.0,3.0,0.6,0.151,0.7114252061,0.1114252061,RAISE
solver_policy,cc2129ae11db656659d4b9422404ddbf490d264c,synthetic:315,FLOP,FLOP,train,BB,4.4,0.2,49.9,0.0,1.0,1.0,1.0,0.2,0.5353333333,5.0691535144,4.8691535144,RAISE
solver_policy,eabb79f08673747d2c8ed01bb1cafbeb6eb9ca0e,synthetic:316,FLOP,FLOP,train,MP,0.5,0.2,49.7,0.0,1.0,1.0,3.0,0.2,0.692,1.1233766234,0.9233766234,CALL
solver_policy,b77b923f504a66a4a609344bb7bcb57a2575d191,synthetic:317,RIVER,RIVER,train,UTG,2.5,0.8,49.7,0.0,1.0,1.0,3.0,0.8,0.3286666667,1.2239324729,0.4239324729,RAISE
solver_policy,a6ed31ba7bae53519d4a54073cfccdd8c4d07d87,synthetic:318,PREFLOP,PREFLOP,train,SB,1.8,0.3,49.6,0.0,1.0,1.0,4.0,0.3,0.3466666667,0.955102041,0.655102041,RAISE
solver_policy,deacbb1be8f134b8f6508ba7cf420666d1702f6f,synthetic:319,TURN,TURN,train,UTG,0.9,0.0,49.6,1.0,0.0,1.0,4.0,0.45,0.2146666667,0.2460101868,0.2460101868,NO_INVEST
solver_policy,ae63de2b07ec828e59e408aa5d0cc5ca5dc89939,synthetic:320,TURN,TURN,train,UTG,4.6,0.2,49.8,0.0,1.0,1.0,2.0,0.2,0.645,8.3577464789,8.1577464789,RAISE
solver_policy,f2f231cac2422402dbb9ee8a13d52041a434f7fc,synthetic:321,TURN,TURN,train,SB,1.7,0.0,49.8,1.0,0.0,1.0,2.0,0.85,0.97,54.9666666667,54.9666666667,NO_INVEST
solver_policy,b6b0ebb40dbf459e8d85ce0e813a235e6ba84341,synthetic:322,PREFLOP,PREFLOP,test,UTG,1.4,0.4,49.9,0.0,1.0,1.0,1.0,0.4,0.865,8.9703703704,8.5703703704,RAISE
solver_policy,9b7315e58c5c32bcc93a87f75a87e1afe678a8cd,synthetic:323,RIVER,RIVER,train,CO,3.0,1.5,49.8,0.0,1.0,1.0,2.0,1.5,0.869,19.9007633588,18.4007633588,CALL
solver_policy,8f0bfa5c581617ae170bf7a70c83d8d7b5925d63,synthetic:324,RIVER,RIVER,train,BTN,0.5,0.0,49.7,1.0,0.0,1.0,3.0,0.25,0.422,0.3650519031,0.3650519031,NO_INVEST
solver_policy,d8a30ade7da12a04df5d9eb81c020ffb1226e016,synthetic:325,PREFLOP,PREFLOP,train,CO,0.8,0.0,49.7,1.0,0.0,1.0,3.0,0.4,0.2766666667,0.3059907835,0.3059907835,NO_INVEST
solver_policy,56db363200e98e27f440518197384460fcf85a49,synthetic:326,RIVER,RIVER,train,SB,3.5,1.1,49.9,0.0,1.0,1.0,1.0,1.1,0.3563333333,1.9375970997,0.8375970997,RAISE
solver_policy,ec53525fd965b757448b83c088b6e9cf82f6da9b,synthetic:327,PREFLOP,PREFLOP,train,BTN,4.9,1.9,49.7,0.0,1.0,1.0,3.0,1.9,0.1006666667,0.548480356,-1.351519644,CALL
solver_policy,2721cd848d66784af9f122a19a6fea7d68879395,synthetic:328,RIVER,RIVER,train,CO,3.9,0.0,49.6,1.0,0.0,1.0,4.0,1.95,0.6146666667,6.2211072673,6.2211072673,NO_INVEST
solver_policy,67c194e454d708ce844935a91f34773813146585,synthetic:329,PREFLOP,PREFLOP,train,BB,4.8,0.0,49.9,1.0,0.0,1.0,1.0,2.4,0.302,2.0767908309,2.0767908309,NO_INVEST
solver_policy,309214af2190536e8a49a634c2d721a0442c25fd,synthetic:330,FLOP,FLOP,train,MP,3.2,0.0,49.7,1.0,0.0,1.0,3.0,1.6,0.3843333333,1.9976177582,1.9976177582,NO_INVEST
solver_policy,d596e8c40cbefcd2e259c6da2b0e4b0b46383ff2,synthetic:331,TURN,TURN,train,BTN,0.4,0.1,49.9,0.0,1.0,1.0,1.0,0.1,0.7573333333,1.2483516481,1.1483516481,RAISE
solver_policy,285636f9dbea1821d971cc21e7f8fd4357e8bdb7,synthetic:332,FLOP,FLOP,train,UTG,1.7,0.0,49.9,1.0,0.0,1.0,1.0,0.85,0.28,0.6611111111,0.6611111111,NO_INVEST
solver_policy,367d2c6a3ff8831e23a831e6c3e65262d1ec8f37,synthetic:333,FLOP,FLOP,train,BB,1.5,0.2,49.9,0.0,1.0,1.0,1.0,0.2,0.555,1.8707865169,1.6707865169,RAISE
solver_policy,cafb1dbb103f0caa589dac726b06e7f0b291db7a,synthetic:334,FLOP,FLOP,train,UTG,4.3,1.5,49.7,0.0,1.0,1.0,3.0,1.5,0.78,15.2454545455,13.7454545455,RAISE
solver_policy,2a21947f26211bebefa2040f51f1e59b3effbb47,synthetic:335,FLOP,FLOP,train,SB,1.8,0.2,49.8,0.0,1.0,1.0,2.0,0.2,0.355,0.9906976744,0.7906976744,RAISE
solver_policy,a1a6401d245554c0343f93941c6a8d54b6503cda,synthetic:336,TURN,TURN,train,UTG,3.5,0.3,49.8,0.0,1.0,1.0,2.0,0.3,0.286,1.4019607843,1.1019607843,RAISE
solver_policy,71d7e85756563d0123951af74d3d29e6aff71a80,synthetic:337,PREFLOP,PREFLOP,train,CO,3.0,0.0,49.6,1.0,0.0,1.0,4.0,1.5,0.1733333333,0.6290322579,0.6290322579,NO_INVEST
solver_policy,117a2b34ef532ac97e822173504a423e08da8c8c,synthetic:338,PREFLOP,PREFLOP,train,BTN,1.9,0.3,49.7,0.0,1.0,1.0,3.0,0.3,0.2183333333,0.5307036246,0.2307036246,RAISE
solver_policy,2259d7240d885dde77788fa68370ff7d2abe17f1,synthetic:339,TURN,TURN,train,BTN,2.5,0.3,49.6,0.0,1.0,1.0,4.0,0.3,0.299,1.0663338088,0.7663338088,RAISE
solver_policy,e583333b8feba5658860016e05070d65db857a33,synthetic:340,TURN,TURN,train,SB,2.8,0.0,49.6,1.0,0.0,1.0,4.0,1.4,0.1783333333,0.6077079106,0.6077079106,NO_INVEST
solver_policy,07e21d950545180f3912b93cd4aa1c067d5c56f6,synthetic:341,TURN,TURN,train,BTN,0.5,0.2,49.8,0.0,1.0,1.0,2.0,0.2,0.7433333333,1.4480519478,1.2480519478,CALL
solver_policy,99994fa0412d274d61b28ea58f4fc0f31939a304,synthetic:342,FLOP,FLOP,train,BB,4.7,1.1,49.8,0.0,1.0,1.0,2.0,1.1,0.7233333333,12.2879518052,11.1879518052,RAISE
solver_policy,cb9f7e1c3b4679918e5cbb48dc060ed84926eafd,synthetic:343,PREFLOP,PREFLOP,train,UTG,3.6,0.0,49.9,1.0,0.0,1.0,1.0,1.8,0.385,2.2536585366,2.2536585366,NO_INVEST
solver_policy,bd73bea7c077d5650bceabcad341f98ced5b386c,synthetic:344,PREFLOP,PREFLOP,train,MP,3.0,0.1,49.6,0.0,1.0,1.0,4.0,0.1,0.2133333333,0.8135593219,0.7135593219,RAISE
solver_policy,0a4b0d5e0faf4e78b6de30e5b4cee95dd162e3a3,synthetic:345,PREFLOP,PREFLOP,train,SB,1.7,0.0,49.6,1.0,0.0,1.0,4.0,0.85,0.2266666667,0.4982758622,0.4982758622,NO_INVEST
solver_policy,2a233ac9f92902425313aec84e7a240dd9ab6ba8,synthetic:346,RIVER,RIVER,train,UTG,3.7,0.0,49.7,1.0,0.0,1.0,3.0,1.85,0.2806666667,1.4436515294,1.4436515294,NO_INVEST
solver_policy,c770d44ab5f2aeaa32b912182d90200b8339f528,synthetic:347,RIVER,RIVER,validation,BB,3.7,0.9,49.9,0.0,1.0,1.0,1.0,0.9,0.395,2.4157024793,1.5157024793,RAISE
solver_policy,c14135f09ead87dea4c6479174d1814fa25ffe15,synthetic:348,PREFLOP,PREFLOP,train,MP,1.3,0.3,49.9,0.0,1.0,1.0,1.0,0.3,0.432,0.9887323944,0.6887323944,RAISE
solver_policy,865ee45e63f34e2ae2d7f9dce8a1504e81da0115,synthetic:349,TURN,TURN,train,BTN,3.0,0.0,49.8,1.0,0.0,1.0,2.0,1.5,0.8116666667,12.9292035426,12.9292035426,NO_INVEST
solver_policy,b61981566f4ee50cb8cc2af7e5b178a28991beaa,synthetic:350,PREFLOP,PREFLOP,train,BB,3.7,0.6,49.9,0.0,1.0,1.0,1.0,0.6,0.525,4.0894736842,3.4894736842,RAISE
solver_policy,e339d38dcca5cffa562c0e6ecd406538288d6fc5,synthetic:351,PREFLOP,PREFLOP,test,BB,4.8,0.3,49.7,0.0,1.0,1.0,3.0,0.3,0.3153333333,2.2107108078,1.9107108078,RAISE
solver_policy,b201bef521a4ee0867c4557d47ff615abe9ede67,synthetic:352,RIVER,RIVER,train,SB,2.8,0.6,49.6,0.0,1.0,1.0,4.0,0.6,0.319,1.3116005874,0.7116005874,RAISE
solver_policy,20bb6d2a625d3d9b55e5255c7163faf6152844bc,synthetic:353,FLOP,FLOP,train,CO,2.9,0.4,49.8,0.0,1.0,1.0,2.0,0.4,0.4766666667,2.6414012742,2.2414012742,RAISE
solver_policy,b9dd4c6b16f0e102b5023870ea1034250347887b,synthetic:354,TURN,TURN,train,UTG,0.9,0.0,49.6,1.0,0.0,1.0,4.0,0.45,0.208,0.2363636364,0.2363636364,NO_INVEST
solver_policy,c0087f806f95a313701bfb8b15a6081a32fe1aac,synthetic:355,FLOP,FLOP,test,UTG,2.5,0.7,49.6,0.0,1.0,1.0,4.0,0.7,0.489,2.3923679061,1.6923679061,RAISE
solver_policy,0d8b5b856e612892ecc09a3e28a628df25b5827c,synthetic:356,FLOP,FLOP,train,SB,4.5,0.4,49.7,0.0,1.0,1.0,3.0,0.4,0.243,1.4445178336,1.0445178336,RAISE
solver_policy,14b7718951f8a7ca15bfed3ce3431d5ee4083bf8,synthetic:357,FLOP,FLOP,validation,BTN,1.6,0.3,49.8,0.0,1.0,1.0,2.0,0.3,0.788,5.9471698113,5.6471698113,RAISE
solver_policy,ccfb87801332fcb0ae840ed5a730f701c30b9dac,synthetic:358,RIVER,RIVER,train,CO,4.6,0.4,49.6,0.0,1.0,1.0,4.0,0.4,0.495,4.5089108911,4.1089108911,RAISE
solver_policy,08d9d2d4af64d65aa379f5339918574d543872d6,synthetic:359,RIVER,RIVER,train,BB,5.0,2.4,49.6,0.0,1.0,1.0,4.0,2.4,0.2833333333,1.9767441857,-0.4232558143,CALL
solver_policy,5b2edac038eecfe187f4b6c21c16edab8b883833,synthetic:360,PREFLOP,PREFLOP,train,UTG,2.0,0.8,49.6,0.0,1.0,1.0,4.0,0.8,0.055,0.1164021164,-0.6835978836,CALL
solver_policy,d996ef8be34fdd83dcd462c937c2b7dcbbd5d108,synthetic:361,PREFLOP,PREFLOP,train,SB,4.3,0.1,49.6,0.0,1.0,1.0,4.0,0.1,0.17,0.8807228916,0.7807228916,RAISE
solver_policy,04d2217ce330c698459f012340c5fe9fd25d9713,synthetic:362,FLOP,FLOP,train,BTN,3.1,0.0,49.8,1.0,0.0,1.0,2.0,1.55,0.34,1.596969697,1.596969697,NO_INVEST
solver_policy,5ab6478ad0c6217377f208d6f3455eeab824c3ad,synthetic:363,TURN,TURN,train,UTG,3.9,0.0,49.7,1.0,0.0,1.0,3.0,1.95,0.4043333333,2.6472859537,2.6472859537,NO_INVEST
